"num","artmonthyear","counts","artmont","artyear","artyearnum","artmontnum","sortnum","yearmonth"
"527","Apr   1882",7,"Apr","1882",1882,4,1882.04,"1882.04"
"692","May   1882",10,"May","1882",1882,5,1882.05,"1882.05"
"857","Jun   1882",3,"Jun","1882",1882,6,1882.06,"1882.06"
"1022","Jul   1882",1,"Jul","1882",1882,7,1882.07,"1882.07"
"1187","Aug   1882",6,"Aug","1882",1882,8,1882.08,"1882.08"
"1352","Sep   1882",3,"Sep","1882",1882,9,1882.09,"1882.09"
"1517","Oct   1882",6,"Oct","1882",1882,10,1882.1,"1882.1"
"1682","Nov   1882",4,"Nov","1882",1882,11,1882.11,"1882.11"
"1847","Dec   1882",7,"Dec","1882",1882,12,1882.12,"1882.12"
"33","Jan   1883",1,"Jan","1883",1883,1,1883.01,"1883.01"
"198","Feb   1883",3,"Feb","1883",1883,2,1883.02,"1883.02"
"363","Mar   1883",2,"Mar","1883",1883,3,1883.03,"1883.03"
"528","Apr   1883",2,"Apr","1883",1883,4,1883.04,"1883.04"
"693","May   1883",4,"May","1883",1883,5,1883.05,"1883.05"
"858","Jun   1883",7,"Jun","1883",1883,6,1883.06,"1883.06"
"1023","Jul   1883",4,"Jul","1883",1883,7,1883.07,"1883.07"
"1188","Aug   1883",8,"Aug","1883",1883,8,1883.08,"1883.08"
"1353","Sep   1883",6,"Sep","1883",1883,9,1883.09,"1883.09"
"1518","Oct   1883",2,"Oct","1883",1883,10,1883.1,"1883.1"
"1683","Nov   1883",5,"Nov","1883",1883,11,1883.11,"1883.11"
"1848","Dec   1883",6,"Dec","1883",1883,12,1883.12,"1883.12"
"34","Jan   1884",4,"Jan","1884",1884,1,1884.01,"1884.01"
"199","Feb   1884",4,"Feb","1884",1884,2,1884.02,"1884.02"
"364","Mar   1884",3,"Mar","1884",1884,3,1884.03,"1884.03"
"529","Apr   1884",3,"Apr","1884",1884,4,1884.04,"1884.04"
"694","May   1884",6,"May","1884",1884,5,1884.05,"1884.05"
"859","Jun   1884",0,"Jun","1884",1884,6,1884.06,"1884.06"
"1024","Jul   1884",2,"Jul","1884",1884,7,1884.07,"1884.07"
"1189","Aug   1884",4,"Aug","1884",1884,8,1884.08,"1884.08"
"1354","Sep   1884",4,"Sep","1884",1884,9,1884.09,"1884.09"
"1519","Oct   1884",4,"Oct","1884",1884,10,1884.1,"1884.1"
"1684","Nov   1884",3,"Nov","1884",1884,11,1884.11,"1884.11"
"1849","Dec   1884",4,"Dec","1884",1884,12,1884.12,"1884.12"
"35","Jan   1885",2,"Jan","1885",1885,1,1885.01,"1885.01"
"200","Feb   1885",2,"Feb","1885",1885,2,1885.02,"1885.02"
"365","Mar   1885",0,"Mar","1885",1885,3,1885.03,"1885.03"
"530","Apr   1885",1,"Apr","1885",1885,4,1885.04,"1885.04"
"695","May   1885",2,"May","1885",1885,5,1885.05,"1885.05"
"860","Jun   1885",2,"Jun","1885",1885,6,1885.06,"1885.06"
"1025","Jul   1885",5,"Jul","1885",1885,7,1885.07,"1885.07"
"1190","Aug   1885",0,"Aug","1885",1885,8,1885.08,"1885.08"
"1355","Sep   1885",1,"Sep","1885",1885,9,1885.09,"1885.09"
"1520","Oct   1885",0,"Oct","1885",1885,10,1885.1,"1885.1"
"1685","Nov   1885",1,"Nov","1885",1885,11,1885.11,"1885.11"
"1850","Dec   1885",5,"Dec","1885",1885,12,1885.12,"1885.12"
"36","Jan   1886",3,"Jan","1886",1886,1,1886.01,"1886.01"
"201","Feb   1886",2,"Feb","1886",1886,2,1886.02,"1886.02"
"366","Mar   1886",2,"Mar","1886",1886,3,1886.03,"1886.03"
"531","Apr   1886",6,"Apr","1886",1886,4,1886.04,"1886.04"
"696","May   1886",2,"May","1886",1886,5,1886.05,"1886.05"
"861","Jun   1886",2,"Jun","1886",1886,6,1886.06,"1886.06"
"1026","Jul   1886",3,"Jul","1886",1886,7,1886.07,"1886.07"
"1191","Aug   1886",3,"Aug","1886",1886,8,1886.08,"1886.08"
"1356","Sep   1886",3,"Sep","1886",1886,9,1886.09,"1886.09"
"1521","Oct   1886",4,"Oct","1886",1886,10,1886.1,"1886.1"
"1686","Nov   1886",2,"Nov","1886",1886,11,1886.11,"1886.11"
"1851","Dec   1886",1,"Dec","1886",1886,12,1886.12,"1886.12"
"37","Jan   1887",6,"Jan","1887",1887,1,1887.01,"1887.01"
"202","Feb   1887",4,"Feb","1887",1887,2,1887.02,"1887.02"
"367","Mar   1887",2,"Mar","1887",1887,3,1887.03,"1887.03"
"532","Apr   1887",1,"Apr","1887",1887,4,1887.04,"1887.04"
"697","May   1887",3,"May","1887",1887,5,1887.05,"1887.05"
"862","Jun   1887",3,"Jun","1887",1887,6,1887.06,"1887.06"
"1027","Jul   1887",7,"Jul","1887",1887,7,1887.07,"1887.07"
"1192","Aug   1887",1,"Aug","1887",1887,8,1887.08,"1887.08"
"1357","Sep   1887",2,"Sep","1887",1887,9,1887.09,"1887.09"
"1522","Oct   1887",2,"Oct","1887",1887,10,1887.1,"1887.1"
"1687","Nov   1887",2,"Nov","1887",1887,11,1887.11,"1887.11"
"1852","Dec   1887",6,"Dec","1887",1887,12,1887.12,"1887.12"
"38","Jan   1888",2,"Jan","1888",1888,1,1888.01,"1888.01"
"203","Feb   1888",0,"Feb","1888",1888,2,1888.02,"1888.02"
"368","Mar   1888",7,"Mar","1888",1888,3,1888.03,"1888.03"
"533","Apr   1888",1,"Apr","1888",1888,4,1888.04,"1888.04"
"698","May   1888",2,"May","1888",1888,5,1888.05,"1888.05"
"863","Jun   1888",4,"Jun","1888",1888,6,1888.06,"1888.06"
"1028","Jul   1888",3,"Jul","1888",1888,7,1888.07,"1888.07"
"1193","Aug   1888",4,"Aug","1888",1888,8,1888.08,"1888.08"
"1358","Sep   1888",3,"Sep","1888",1888,9,1888.09,"1888.09"
"1523","Oct   1888",3,"Oct","1888",1888,10,1888.1,"1888.1"
"1688","Nov   1888",0,"Nov","1888",1888,11,1888.11,"1888.11"
"1853","Dec   1888",1,"Dec","1888",1888,12,1888.12,"1888.12"
"39","Jan   1889",0,"Jan","1889",1889,1,1889.01,"1889.01"
"204","Feb   1889",0,"Feb","1889",1889,2,1889.02,"1889.02"
"369","Mar   1889",0,"Mar","1889",1889,3,1889.03,"1889.03"
"534","Apr   1889",1,"Apr","1889",1889,4,1889.04,"1889.04"
"699","May   1889",0,"May","1889",1889,5,1889.05,"1889.05"
"864","Jun   1889",1,"Jun","1889",1889,6,1889.06,"1889.06"
"1029","Jul   1889",2,"Jul","1889",1889,7,1889.07,"1889.07"
"1194","Aug   1889",2,"Aug","1889",1889,8,1889.08,"1889.08"
"1359","Sep   1889",2,"Sep","1889",1889,9,1889.09,"1889.09"
"1524","Oct   1889",1,"Oct","1889",1889,10,1889.1,"1889.1"
"1689","Nov   1889",2,"Nov","1889",1889,11,1889.11,"1889.11"
"1854","Dec   1889",2,"Dec","1889",1889,12,1889.12,"1889.12"
"40","Jan   1890",0,"Jan","1890",1890,1,1890.01,"1890.01"
"205","Feb   1890",2,"Feb","1890",1890,2,1890.02,"1890.02"
"370","Mar   1890",0,"Mar","1890",1890,3,1890.03,"1890.03"
"535","Apr   1890",5,"Apr","1890",1890,4,1890.04,"1890.04"
"700","May   1890",1,"May","1890",1890,5,1890.05,"1890.05"
"865","Jun   1890",0,"Jun","1890",1890,6,1890.06,"1890.06"
"1030","Jul   1890",6,"Jul","1890",1890,7,1890.07,"1890.07"
"1195","Aug   1890",2,"Aug","1890",1890,8,1890.08,"1890.08"
"1360","Sep   1890",1,"Sep","1890",1890,9,1890.09,"1890.09"
"1525","Oct   1890",0,"Oct","1890",1890,10,1890.1,"1890.1"
"1690","Nov   1890",1,"Nov","1890",1890,11,1890.11,"1890.11"
"1855","Dec   1890",1,"Dec","1890",1890,12,1890.12,"1890.12"
"41","Jan   1891",4,"Jan","1891",1891,1,1891.01,"1891.01"
"206","Feb   1891",0,"Feb","1891",1891,2,1891.02,"1891.02"
"371","Mar   1891",2,"Mar","1891",1891,3,1891.03,"1891.03"
"536","Apr   1891",2,"Apr","1891",1891,4,1891.04,"1891.04"
"701","May   1891",3,"May","1891",1891,5,1891.05,"1891.05"
"866","Jun   1891",4,"Jun","1891",1891,6,1891.06,"1891.06"
"1031","Jul   1891",3,"Jul","1891",1891,7,1891.07,"1891.07"
"1196","Aug   1891",4,"Aug","1891",1891,8,1891.08,"1891.08"
"1361","Sep   1891",1,"Sep","1891",1891,9,1891.09,"1891.09"
"1526","Oct   1891",0,"Oct","1891",1891,10,1891.1,"1891.1"
"1691","Nov   1891",0,"Nov","1891",1891,11,1891.11,"1891.11"
